"SNP1" "SNP2" "SNP3" "SNP4" "SNP5" "SNP6" "SNP7" "SNP8" "SNP9" "SNP10" "SNP11" "SNP12" "SNP13" "SNP14" "SNP15" "SNP16" "SNP17" "SNP18" "SNP19" "SNP20" "SNP21" "SNP22" "SNP23" "SNP24" "SNP25" "SNP26" "SNP27" "SNP28" "SNP29" "SNP30" "SNP31" "SNP32" "SNP33" "SNP34" "SNP35" "SNP36" "SNP37" "SNP38"
"514" 0 4 3 11 18 11 8 14 16 6 2 6 15 21 10 10 11 4 7 12 5 1 3 6 2 15 5 3 17 17 21 12 7 8 21 14 4 0
"515" 3 8 1 15 11 6 3 10 19 9 1 6 4 27 19 2 9 12 15 9 1 0 1 4 5 8 5 3 5 15 15 6 6 2 13 11 5 3
"516" 3 10 6 13 24 12 2 8 7 9 1 6 6 15 28 6 8 4 6 17 7 1 3 2 5 4 3 1 6 10 16 4 10 5 15 7 4 0
"517" 8 8 6 9 10 15 7 11 19 8 1 8 11 21 20 3 10 7 27 12 3 4 3 7 8 9 2 3 10 20 23 17 5 13 19 13 1 2
"518" 7 3 6 10 17 4 5 15 6 6 1 17 7 29 23 8 7 5 20 22 3 3 0 6 3 14 4 2 10 27 27 21 6 10 14 11 5 4
"519" 7 5 11 4 11 9 10 9 27 6 3 13 8 16 20 7 16 6 13 18 6 4 3 7 9 9 2 5 11 19 8 22 11 12 14 15 1 1
"520" 10 1 4 0 0 6 7 3 12 11 2 9 10 12 15 4 10 7 13 14 1 3 1 1 8 7 3 2 3 15 14 8 8 15 19 12 1 4
"521" 4 3 5 18 10 10 6 16 7 8 0 8 1 13 17 8 14 2 20 7 0 0 2 6 4 9 0 2 10 17 24 10 7 7 17 8 3 1
"522" 4 3 10 6 6 7 5 8 6 5 2 11 10 17 17 6 7 5 5 12 1 1 0 5 5 9 7 6 13 18 19 10 1 6 15 17 1 5
"523" 7 6 3 8 8 4 7 15 18 10 1 9 6 21 15 14 7 12 13 24 3 1 3 7 3 14 3 1 3 15 19 19 8 5 10 23 2 4
"524" 6 6 5 8 4 5 8 13 9 6 1 10 5 11 13 4 12 6 31 17 4 2 2 12 7 10 1 4 9 23 15 14 3 3 17 15 2 4
"525" 10 6 7 0 0 1 2 18 13 5 7 12 12 14 22 11 12 5 13 17 0 0 2 12 2 8 2 4 11 18 29 12 6 10 11 11 2 1
"526" 9 3 3 9 8 10 6 8 12 11 2 11 18 10 13 10 8 4 12 9 3 1 2 7 4 9 1 3 4 20 22 7 5 12 11 9 1 3
"527" 3 2 7 6 15 10 6 8 11 5 1 3 10 17 14 4 7 5 14 9 4 0 1 3 2 9 0 2 6 14 14 13 2 13 11 13 3 0
"528" 9 14 5 3 7 5 4 17 9 7 3 6 12 6 9 8 7 5 21 7 5 2 0 2 9 14 2 5 4 20 21 10 4 8 17 17 1 1
"529" 6 2 5 11 12 9 9 15 14 3 4 16 4 11 11 11 11 8 6 18 4 0 2 9 6 7 1 6 15 22 17 14 9 8 14 15 2 2
"530" 4 0 6 0 0 8 7 16 11 6 0 6 12 7 14 3 9 7 15 13 6 1 2 9 4 16 4 5 7 8 27 9 6 5 10 15 5 3
"531" 11 8 7 20 24 15 6 29 18 5 2 14 14 27 21 11 13 6 19 17 6 6 3 13 11 25 2 7 3 22 23 20 3 11 20 15 8 4
"532" 7 5 2 14 16 13 14 16 14 5 1 7 11 19 18 9 7 3 18 10 4 2 4 10 4 12 4 4 8 18 14 18 10 12 16 8 2 2
"533" 3 7 7 16 13 12 4 14 13 12 6 13 20 14 26 8 17 1 20 8 6 3 3 2 7 14 3 3 16 32 23 10 6 11 23 14 3 5
"534" 7 4 2 21 26 5 21 11 8 9 3 10 10 13 11 8 13 5 16 10 5 5 2 8 1 15 3 3 9 30 13 5 6 7 12 12 2 1
"535" 11 8 7 16 11 9 3 12 19 5 2 12 15 10 21 7 6 4 19 27 7 2 4 3 5 18 7 7 5 25 26 14 7 7 17 16 1 2
"536" 5 7 4 5 9 4 2 11 10 7 1 8 11 15 9 6 9 1 12 13 9 2 4 4 3 6 2 3 6 11 20 8 6 2 9 4 1 0
"537" 4 5 7 9 2 9 2 9 11 6 3 9 10 18 23 6 7 7 20 18 7 1 0 3 3 4 6 1 11 14 16 16 7 7 23 11 1 0
"538" 7 3 6 0 0 9 5 10 23 15 3 11 5 9 7 7 8 10 5 15 3 5 1 2 6 11 3 1 6 18 28 6 1 10 13 11 2 3
"539" 5 8 5 24 20 7 9 9 17 17 4 7 20 18 24 9 7 9 13 16 5 3 2 9 3 8 1 3 2 25 21 12 6 15 11 6 6 4
"540" 5 9 6 15 19 11 3 7 17 11 2 9 5 24 20 3 9 5 18 8 2 3 2 6 5 7 3 6 10 9 21 5 7 11 14 16 2 3
"541" 3 6 6 16 16 9 6 16 8 14 8 11 23 23 31 10 9 5 13 15 1 2 2 3 6 8 2 4 7 14 17 18 5 11 23 11 3 1
"542" 4 6 6 27 14 12 8 14 23 9 3 14 7 10 22 15 10 6 12 21 7 1 2 5 4 6 3 4 14 25 16 13 8 23 16 17 5 1
"543" 6 2 7 12 1 2 7 10 6 8 3 14 6 12 12 8 13 6 17 15 7 2 2 3 11 6 1 4 13 27 18 7 11 15 9 17 4 2
"544" 1 4 6 4 2 5 0 17 10 6 2 7 7 6 12 1 8 2 12 11 1 0 4 4 6 4 1 6 7 15 15 3 8 8 24 7 1 3
"545" 5 9 9 18 8 10 7 12 17 3 2 6 18 13 18 12 7 9 19 13 2 0 5 4 3 5 3 3 7 17 19 17 7 17 18 17 3 3
"546" 4 2 7 5 6 9 7 12 12 6 1 12 4 14 16 6 6 6 10 15 2 1 4 7 4 6 2 0 9 19 30 4 6 12 10 7 5 3
"547" 4 4 2 7 7 4 12 15 18 13 0 3 12 13 12 9 17 9 16 15 3 4 2 6 4 14 2 2 11 27 15 14 10 9 17 14 3 3
"548" 4 3 4 7 12 8 6 17 9 13 2 9 23 16 15 5 19 1 16 12 4 1 2 10 2 11 4 3 8 19 17 10 7 17 11 13 0 0
"549" 13 3 9 10 16 15 5 23 14 5 0 13 10 14 27 9 6 8 15 9 6 2 4 2 6 7 3 3 5 18 25 12 5 13 15 19 4 3
"550" 4 4 4 7 5 0 5 7 4 3 1 6 6 12 8 3 4 7 14 4 3 2 1 2 1 2 2 0 8 11 3 11 4 1 8 15 1 2
"551" 1 8 13 24 14 5 12 27 12 8 0 12 17 33 7 13 12 7 27 39 6 3 2 11 9 5 4 4 7 17 28 19 6 6 20 15 3 1
"552" 3 3 2 8 12 6 8 12 10 6 0 5 7 26 13 9 5 2 9 9 1 2 3 8 0 10 2 0 3 15 13 9 5 11 10 10 4 0
"553" 2 6 3 11 15 10 0 12 8 6 2 12 5 16 14 6 8 7 12 6 1 1 4 3 2 9 1 0 7 20 13 18 6 5 16 6 3 2
"554" 9 4 3 0 0 10 9 12 27 14 4 14 14 27 24 7 11 8 16 22 5 4 3 6 5 12 5 8 15 16 14 18 10 15 15 18 0 3
"555" 7 7 8 6 6 2 7 5 5 11 1 5 9 19 16 7 5 5 15 12 7 3 0 4 3 5 5 0 6 18 15 13 8 11 16 21 2 2
"556" 6 3 6 18 12 6 4 15 27 18 3 17 15 22 20 8 17 8 11 23 2 5 4 13 4 16 4 6 10 19 23 14 4 10 8 20 5 4
"557" 11 6 9 14 6 7 4 17 12 14 3 9 12 36 17 5 8 10 17 29 2 1 1 7 10 12 4 5 11 33 28 14 11 19 19 9 3 3
"558" 0 2 4 6 4 2 1 7 8 5 0 10 2 14 9 7 11 5 10 7 2 1 1 3 1 3 0 0 4 18 15 10 6 3 15 9 1 0
"559" 3 8 13 15 9 11 4 17 5 10 1 16 12 16 11 5 12 10 21 14 3 1 2 4 3 13 3 4 7 18 19 10 6 11 13 6 0 2
"560" 10 13 7 8 10 6 10 14 26 14 4 11 18 14 12 10 7 4 21 18 2 5 2 14 13 8 3 3 17 18 22 11 6 16 30 15 8 5
"561" 6 6 7 7 3 7 7 22 14 7 3 16 13 19 18 8 21 10 21 18 3 5 3 6 6 5 1 3 13 23 21 18 11 18 20 8 0 4
"562" 2 6 8 9 12 3 3 9 17 12 1 21 7 15 13 10 19 4 16 12 6 5 4 8 4 2 1 2 7 26 18 17 6 10 15 14 4 1
"563" 3 9 6 10 7 12 8 8 12 10 1 7 5 13 3 8 15 17 13 18 4 1 4 3 9 11 3 2 17 12 11 16 8 9 10 9 4 5
"564" 4 8 3 17 32 6 14 12 23 16 4 15 10 22 10 11 13 5 22 14 4 0 5 13 9 13 4 2 7 27 15 12 9 17 21 9 1 6
"565" 1 9 5 25 27 9 1 8 13 12 3 9 13 34 12 4 15 9 19 21 2 2 0 3 3 8 6 2 8 23 31 12 10 15 21 15 4 6
"566" 7 6 11 5 0 3 2 20 13 8 3 21 25 18 19 7 9 4 18 14 6 0 3 11 3 9 2 10 4 19 25 19 2 10 28 12 6 5
"567" 12 2 4 9 11 10 4 17 9 7 2 16 8 26 11 14 8 10 16 17 5 3 5 5 8 20 4 2 8 16 20 17 8 9 8 10 0 1
"568" 7 6 2 8 4 3 1 5 15 8 2 7 6 8 8 5 8 4 13 20 3 1 2 5 6 3 0 3 4 9 9 10 5 18 11 8 1 0
"569" 2 10 3 27 7 13 6 13 12 8 1 9 17 15 12 7 14 15 23 21 2 3 0 1 5 14 2 2 7 28 28 10 13 18 11 13 3 1
"570" 4 9 5 13 15 16 10 15 22 18 3 9 8 14 21 7 18 5 14 12 6 7 1 8 10 10 0 8 10 26 30 10 10 16 9 26 5 2
"571" 7 1 2 0 0 5 1 10 12 4 0 3 3 6 11 4 4 3 14 13 1 2 1 7 2 3 4 3 7 12 16 6 8 2 13 8 2 1
"572" 9 6 8 0 0 20 13 17 14 12 6 10 13 24 26 2 17 10 14 12 11 3 0 10 4 11 5 3 9 31 26 18 9 14 24 21 3 3
"573" 3 3 6 3 8 3 2 11 12 7 2 7 11 7 23 6 5 8 9 14 4 1 0 7 4 3 0 4 4 22 16 8 1 9 16 17 2 0
"574" 3 5 8 14 14 3 5 13 7 7 3 5 8 15 25 4 11 7 10 14 5 0 1 10 2 14 1 1 9 19 24 12 5 7 7 7 0 2
"575" 2 5 9 1 0 6 10 16 12 11 3 3 17 6 8 5 11 8 13 15 3 3 5 7 12 11 2 2 6 21 14 10 6 8 13 9 2 0
"576" 6 5 11 10 9 8 9 21 22 12 5 3 16 28 17 4 17 13 13 24 5 1 3 9 4 9 3 6 10 27 25 17 8 20 14 28 4 8
"577" 1 3 6 3 4 4 5 13 8 7 2 6 17 13 21 4 11 4 12 9 5 1 1 2 3 8 0 1 4 18 12 13 8 6 7 18 2 0
"578" 3 7 6 9 0 4 2 8 12 5 1 3 5 6 12 6 7 2 17 7 0 1 1 10 10 4 5 3 9 7 23 4 3 15 8 14 2 0
"579" 5 2 8 14 8 7 13 13 8 8 2 8 10 13 17 5 7 4 13 16 1 1 1 8 9 6 2 6 12 24 23 15 9 11 7 14 3 3
"580" 4 12 7 10 11 17 4 16 16 10 1 11 20 16 21 15 6 8 20 18 2 0 4 6 4 11 5 4 14 37 9 15 8 14 11 20 4 2
"581" 10 15 9 13 12 1 13 14 19 7 4 21 19 25 18 10 14 9 15 21 4 6 0 7 7 10 2 8 6 19 17 21 10 13 10 14 2 1
"582" 4 10 1 26 20 12 3 19 8 14 6 11 3 11 10 11 8 10 26 15 4 4 0 7 6 14 4 6 5 23 15 12 8 10 19 9 3 2
"583" 8 5 6 4 9 12 12 10 21 17 3 11 7 14 18 15 8 8 22 12 4 1 3 2 4 15 4 1 5 18 19 15 10 20 12 13 2 3
"584" 1 5 4 10 9 4 5 11 12 7 3 2 11 10 12 3 6 5 12 11 4 2 3 2 8 4 2 4 5 8 11 8 3 3 13 11 3 1
"585" 2 6 0 0 0 1 2 9 2 0 0 0 6 6 5 0 4 2 5 9 1 0 0 1 4 6 0 0 3 14 4 6 2 0 3 0 0 0
"586" 3 7 1 8 8 9 9 20 28 22 4 7 15 17 15 12 15 11 14 16 3 4 2 9 6 17 2 4 12 18 38 16 5 15 9 18 4 5
"587" 5 6 4 10 18 5 6 7 14 13 4 12 8 22 22 9 17 4 29 16 2 1 4 10 4 8 3 1 5 19 21 13 14 0 11 7 5 1
"588" 7 6 4 9 10 4 2 8 3 5 3 9 7 20 9 1 9 1 14 21 6 1 2 3 8 14 2 4 10 28 17 7 5 10 9 5 3 3
"589" 5 5 7 7 8 5 8 9 11 7 1 3 10 24 12 5 2 2 16 12 5 1 1 1 2 11 2 1 3 22 9 7 6 11 11 10 2 5
"590" 3 8 5 14 3 3 7 14 9 9 3 7 5 13 14 5 3 9 14 14 9 4 0 6 11 5 9 3 9 25 22 8 7 7 13 9 4 1
"591" 6 2 10 9 11 7 3 14 15 8 0 6 8 22 23 6 10 10 10 11 3 1 1 6 7 9 2 0 11 17 26 10 5 14 12 14 8 3
"592" 9 8 8 19 14 12 7 18 22 15 1 6 15 12 24 2 12 7 31 17 0 4 0 5 1 24 3 3 12 34 34 14 5 9 25 7 3 6
"593" 2 7 2 17 15 10 8 17 8 12 3 16 13 27 24 9 13 9 18 11 5 1 1 5 8 16 4 2 7 24 18 14 10 13 12 21 6 2
"594" 3 3 7 11 27 0 3 10 15 10 1 2 8 23 34 1 8 9 15 16 6 3 4 6 1 7 4 2 14 23 15 11 7 7 13 9 11 2
"595" 3 11 3 20 12 5 3 15 7 9 6 12 11 12 16 6 9 2 27 25 2 2 1 8 2 5 1 3 9 27 18 18 11 18 30 4 2 2
"596" 9 6 8 24 19 8 5 17 12 2 2 15 18 18 18 9 11 7 21 27 4 3 1 9 5 11 2 2 16 21 31 21 9 12 20 23 5 0
"597" 10 1 12 0 0 6 7 9 10 4 1 8 11 11 8 1 9 12 17 10 4 3 1 3 9 6 1 0 9 16 21 3 1 9 15 17 4 7
"598" 12 5 8 0 0 11 8 9 16 7 7 10 9 24 28 4 8 8 20 22 4 6 4 8 6 11 3 1 14 27 31 18 6 9 17 13 4 3
"599" 8 2 5 17 8 8 10 16 18 17 1 13 16 18 22 8 12 7 10 13 0 0 3 6 7 16 6 5 14 22 18 19 8 7 13 8 1 5
"600" 4 7 7 16 17 3 7 9 11 9 1 9 8 17 13 5 9 8 11 20 6 3 1 8 2 11 1 1 3 18 14 14 7 9 15 16 3 1
"601" 4 4 6 5 4 6 6 16 24 3 1 11 11 22 16 7 5 7 8 24 3 3 1 7 7 8 0 2 9 18 19 6 11 13 20 7 1 2
"602" 7 3 8 12 16 5 6 14 23 5 5 11 12 14 24 8 13 3 16 20 6 0 2 5 2 5 0 4 20 16 26 16 6 3 10 6 8 0
"603" 4 7 9 15 10 18 8 17 10 18 1 13 9 21 30 11 17 9 13 17 7 4 5 4 1 11 3 3 10 29 23 13 9 19 14 15 2 0
"604" 5 8 10 23 13 5 9 11 8 12 0 6 5 17 10 6 13 12 16 21 1 4 0 16 2 8 2 3 8 19 9 9 12 10 15 14 2 6
"605" 4 4 3 8 8 4 8 5 20 12 2 18 13 13 19 6 10 8 24 18 5 0 4 11 5 9 5 3 6 22 28 12 4 17 12 14 3 2
"606" 7 6 4 8 11 5 7 15 15 7 0 5 10 20 15 8 10 6 16 8 1 1 0 7 8 8 1 4 16 17 15 8 6 11 19 7 1 5
"607" 5 5 9 10 4 2 2 10 9 1 2 7 7 14 15 10 5 3 12 22 9 0 1 3 5 4 1 1 5 14 11 8 7 4 10 12 1 2
"608" 10 8 13 16 29 7 12 10 26 16 0 15 17 19 27 13 15 13 9 15 4 2 5 12 8 16 5 2 13 21 27 19 10 16 11 20 3 7
"609" 7 2 7 7 4 6 10 12 7 10 2 10 10 9 15 4 9 5 13 15 1 2 3 5 4 8 1 5 11 14 30 20 1 10 11 13 0 0
"610" 11 3 8 10 5 6 4 9 13 12 2 17 9 25 10 7 16 12 20 20 1 3 1 6 6 10 6 2 10 27 23 10 12 14 14 13 3 0
"611" 9 2 7 0 0 9 10 11 21 11 1 7 12 19 20 4 10 9 25 19 3 3 3 4 1 10 10 3 8 25 25 10 9 10 14 13 3 0
"612" 3 3 2 24 28 13 6 20 12 4 3 8 10 17 18 5 7 6 18 12 3 1 3 5 4 12 4 5 10 22 26 11 13 14 20 10 7 3
"613" 6 5 7 10 8 2 8 5 5 8 0 7 9 14 19 4 9 6 13 18 1 0 2 5 2 6 1 1 6 22 10 7 5 8 9 12 0 2
"614" 4 7 7 4 3 6 2 7 21 8 4 7 10 12 29 5 7 9 20 10 5 3 1 5 3 7 5 2 9 14 24 11 4 10 17 13 6 4
"615" 8 8 7 13 8 4 12 9 9 8 0 13 24 20 9 16 7 12 22 15 3 2 2 7 4 17 1 5 12 12 24 9 7 9 9 14 0 4
"616" 2 2 3 6 10 6 1 9 18 4 4 3 8 22 11 5 4 5 12 24 3 0 0 6 2 10 2 1 7 17 32 9 3 7 6 17 1 2
"617" 10 4 7 6 6 9 11 11 26 4 2 5 11 9 11 6 16 2 16 8 7 0 1 2 5 13 3 1 4 24 17 14 9 6 10 4 4 2
"618" 13 2 2 5 8 6 11 11 14 11 3 18 6 12 12 6 3 7 13 15 5 4 1 12 9 17 4 2 11 21 18 19 9 8 9 16 3 1
"619" 2 3 1 19 9 4 2 11 8 9 2 11 9 14 16 7 12 7 21 8 8 2 1 4 7 9 6 1 8 19 8 12 8 10 19 15 3 5
"620" 11 2 6 28 26 7 12 10 19 17 1 13 8 24 10 8 12 14 16 18 4 3 4 6 4 12 6 1 9 20 24 16 5 8 12 13 3 6
"621" 12 5 4 11 12 7 11 8 14 6 3 12 8 23 10 10 12 8 12 20 7 0 3 6 8 14 3 5 4 18 25 12 5 4 8 13 4 1
"622" 6 5 10 8 6 4 4 12 17 11 1 13 23 16 16 11 12 7 14 13 4 2 3 9 3 6 4 0 5 29 24 12 6 12 22 12 2 2
"623" 7 20 6 20 31 10 10 15 14 7 2 24 10 27 12 6 7 4 15 14 3 3 6 15 5 16 6 2 8 46 15 22 9 14 17 15 1 1
"624" 2 7 5 8 11 10 5 18 15 11 4 5 12 14 8 3 11 1 24 10 2 3 1 5 3 12 3 0 12 24 15 13 7 10 15 12 4 4
"625" 11 6 8 6 13 9 11 8 13 11 2 16 10 12 16 5 12 6 15 15 6 4 2 10 8 10 8 3 8 14 16 9 9 11 12 27 2 3
"626" 2 2 5 7 5 7 4 11 5 3 1 13 7 12 11 4 4 4 15 6 5 0 0 4 7 4 6 5 4 19 14 11 6 7 10 14 5 0
"627" 9 2 3 5 3 17 4 17 20 9 3 14 14 17 26 11 13 3 19 14 0 1 1 9 2 6 3 4 11 30 14 14 10 12 9 15 2 0
"628" 6 4 7 0 0 6 7 17 12 18 2 9 9 21 13 14 14 6 24 17 2 3 2 7 2 14 6 3 3 22 23 10 5 4 9 7 4 4
"629" 7 1 5 8 1 3 2 12 10 8 0 7 16 19 5 7 5 6 12 14 4 1 2 6 1 5 1 2 6 11 30 12 8 9 18 17 0 2
"630" 6 8 6 0 0 15 7 9 8 11 4 18 4 16 22 9 15 8 14 19 4 1 1 4 3 7 1 6 6 23 19 11 7 9 10 13 3 1
"631" 4 5 4 12 1 3 1 13 7 3 1 9 0 6 13 5 12 7 8 15 2 0 0 5 6 2 0 0 4 11 5 7 2 5 6 16 0 2
"632" 5 4 2 21 8 8 15 11 12 7 0 11 6 23 25 2 5 9 15 13 1 3 1 6 7 4 6 2 10 25 20 10 9 14 18 8 6 1
"633" 9 5 3 10 10 7 11 14 6 2 2 13 8 12 10 6 10 6 20 17 2 1 3 6 3 6 3 1 10 13 20 3 3 7 12 18 4 4
"634" 0 3 4 4 1 1 3 9 5 11 2 3 10 13 13 8 9 0 10 10 2 1 2 6 4 4 2 2 5 12 20 5 10 8 15 4 3 4
"635" 6 7 2 15 10 6 5 7 11 9 4 2 6 19 9 6 9 1 16 10 7 5 0 1 6 5 2 1 6 13 13 6 5 9 10 16 2 3
"636" 5 5 6 4 11 15 5 11 10 9 2 14 11 20 10 12 10 8 6 20 3 1 1 6 1 9 1 4 8 19 29 10 4 16 10 14 4 0
"637" 4 8 5 0 0 5 4 19 10 4 0 9 6 18 12 6 5 7 5 6 5 1 2 7 6 6 4 5 10 14 20 7 12 9 9 11 1 2
"638" 5 8 5 9 4 5 3 9 6 8 1 9 4 10 11 4 6 4 11 7 1 3 2 7 6 3 0 4 8 10 23 15 6 5 17 6 3 0
"639" 6 10 8 12 13 11 15 19 16 6 1 8 4 27 18 10 11 6 12 10 8 0 1 9 1 4 1 3 3 13 16 11 4 11 14 10 5 0
"640" 2 1 7 10 8 1 6 14 24 5 4 7 1 15 20 6 4 3 15 23 1 1 1 5 4 5 3 0 5 9 11 7 9 4 7 7 1 4
"641" 1 0 3 22 7 5 11 6 6 1 0 6 7 3 13 7 6 0 13 14 4 3 0 5 1 6 0 0 3 17 8 6 4 10 7 14 0 1
"642" 7 5 5 7 4 8 12 10 18 11 1 12 15 28 40 4 8 10 14 24 8 2 3 10 9 12 5 9 9 14 25 22 6 12 10 23 4 1
"643" 0 3 4 17 11 6 2 13 16 11 1 6 9 20 9 8 6 5 25 16 3 3 1 11 5 3 1 4 11 26 27 17 3 17 14 15 0 3
"644" 5 6 6 10 9 6 11 12 8 8 1 14 9 12 16 10 15 3 8 18 6 5 3 2 7 5 2 3 10 9 15 15 2 13 18 15 1 4
"645" 8 8 6 15 13 7 10 15 16 5 8 13 10 23 25 13 10 6 18 17 3 3 1 7 7 13 2 0 19 34 28 21 6 9 25 21 1 3
"646" 4 11 3 3 11 1 5 13 20 7 1 4 15 22 13 13 8 4 14 15 5 2 1 4 6 10 2 1 11 14 16 14 5 5 24 5 1 2
"647" 4 15 6 8 9 11 5 18 14 8 5 19 16 13 16 7 12 8 14 21 7 1 3 6 7 9 4 4 14 24 21 19 8 8 9 17 2 5
"648" 13 6 11 23 22 4 4 13 22 5 2 4 12 23 14 10 13 4 9 9 3 2 1 12 3 8 2 3 8 13 9 8 5 6 15 10 3 3
"649" 2 2 3 5 8 6 8 9 11 4 5 12 10 8 11 9 2 3 15 22 5 1 6 7 3 11 6 5 8 28 10 19 8 9 14 9 4 4
"650" 4 5 6 14 15 4 12 10 15 19 3 9 24 14 14 4 15 10 18 16 3 0 3 12 14 12 3 7 13 13 19 16 11 15 18 22 1 1
"651" 8 11 3 17 7 2 3 13 15 8 0 10 5 17 22 7 5 10 14 7 0 2 0 13 3 14 1 1 8 30 22 3 7 6 6 11 2 3
"652" 10 4 9 24 12 7 4 18 12 10 2 10 16 31 37 10 13 1 25 26 5 3 3 9 6 14 6 6 7 34 41 9 14 10 11 17 4 1
"653" 3 6 7 10 6 4 3 14 10 4 3 5 9 15 7 6 22 11 11 18 4 3 0 3 6 7 1 4 7 19 18 12 5 12 15 12 1 1
"654" 7 19 10 22 21 8 11 29 23 8 2 18 17 20 19 17 12 9 15 20 4 4 4 6 11 24 8 4 21 27 16 28 11 4 20 24 4 2
"655" 7 5 1 7 11 3 9 10 14 5 0 12 11 22 27 9 5 12 16 15 4 2 1 10 5 15 4 4 3 18 26 13 1 9 14 10 3 1
"656" 5 8 7 0 0 4 5 14 15 17 4 9 13 21 23 7 19 4 15 18 4 1 2 10 9 19 5 12 17 36 35 16 17 14 9 16 6 1
"657" 3 4 5 11 7 10 5 5 9 5 1 7 15 15 14 7 8 10 20 8 2 2 4 3 5 11 7 3 8 12 21 7 5 9 11 12 1 0
"658" 2 4 2 0 0 2 1 7 12 6 0 8 3 6 4 3 15 2 6 15 3 3 0 3 4 5 0 0 9 11 11 12 5 4 7 8 1 1
"659" 6 3 8 16 9 13 5 6 7 9 2 10 9 10 7 1 10 6 12 6 2 1 1 6 1 2 1 4 8 21 9 6 2 7 13 5 0 2
"660" 3 7 4 1 11 10 5 11 9 6 1 7 5 12 9 6 7 4 12 3 1 2 1 4 3 10 2 0 5 12 17 7 7 5 17 10 1 2
"661" 4 3 6 9 2 2 3 15 12 5 4 8 1 20 12 8 9 8 18 12 3 0 0 11 5 5 3 2 10 21 18 10 5 6 6 14 3 1
"662" 6 6 7 10 19 3 2 15 15 10 0 19 9 18 13 6 17 4 11 13 5 2 2 9 4 7 3 7 9 34 32 16 11 9 18 8 1 5
"663" 7 3 19 6 4 6 5 21 7 14 0 6 9 14 37 9 15 11 13 12 4 4 0 2 3 10 1 0 11 25 32 8 10 13 19 9 3 2
"664" 5 3 6 5 6 7 7 8 8 14 2 8 7 24 20 18 8 9 19 16 7 4 4 6 2 16 8 1 11 24 37 12 6 11 6 10 3 1
"665" 5 4 5 6 6 6 3 13 9 5 3 17 14 24 9 8 9 2 19 10 4 2 0 9 7 0 1 4 5 27 16 13 5 7 7 6 7 3
"666" 10 3 11 9 22 6 8 19 13 18 0 11 4 33 14 10 20 5 24 16 3 2 3 8 5 16 3 1 4 14 22 15 3 11 22 13 5 0
"667" 20 26 15 18 19 28 15 32 40 26 6 31 32 46 48 23 35 26 51 29 19 7 7 15 19 22 8 7 25 63 55 39 23 46 48 40 10 3
"668" 9 15 22 40 32 21 15 31 32 28 4 29 36 33 51 19 32 15 30 31 17 6 3 17 15 28 9 6 13 52 54 22 19 31 24 33 13 11
"669" 14 12 6 18 27 16 19 42 30 29 4 20 27 29 20 6 21 19 39 41 9 3 4 17 6 9 4 10 30 49 45 27 23 22 27 27 6 7
"670" 8 7 9 0 0 4 12 25 8 6 5 8 11 23 28 4 14 7 15 20 4 1 1 15 9 12 9 2 16 22 20 13 10 14 17 16 7 3
"671" 15 19 13 15 12 12 21 47 21 13 3 21 21 18 29 11 25 5 20 14 11 3 6 13 15 12 5 8 17 36 37 19 22 14 30 19 5 7
"672" 7 10 8 27 22 15 16 31 26 13 4 32 17 45 32 17 22 6 31 41 6 7 8 16 13 27 8 5 26 38 56 30 14 28 23 40 10 9
"673" 14 18 13 14 26 11 13 27 23 18 3 24 28 35 44 10 20 20 37 37 8 5 3 16 7 24 13 8 27 40 52 29 19 22 34 22 5 6
"674" 11 5 5 1 0 10 17 25 27 16 5 16 10 32 29 15 26 15 34 25 7 1 5 8 11 16 4 2 28 48 37 23 15 16 27 21 1 4
"675" 10 6 7 10 17 9 18 14 21 18 3 17 13 22 24 12 7 9 19 27 6 4 3 8 9 12 4 3 12 25 27 22 11 17 19 23 5 2
"676" 7 7 9 9 17 18 6 24 19 17 4 13 17 37 26 15 13 16 30 20 6 3 2 10 12 14 3 6 9 44 27 15 13 23 23 21 9 5
"677" 5 11 5 29 29 11 8 18 19 13 2 16 21 31 34 13 13 10 20 24 6 3 2 11 10 11 3 2 19 22 42 7 10 20 38 23 11 3
"678" 14 10 10 23 15 9 5 20 22 11 4 16 23 47 57 17 22 19 31 39 3 0 5 11 12 15 6 3 16 58 37 17 17 30 31 38 5 7
"679" 6 7 3 5 5 1 3 8 16 11 2 4 11 25 3 9 15 5 14 3 4 4 3 11 4 3 3 4 13 21 20 18 9 13 9 12 4 0
"680" 8 2 9 15 7 7 7 16 17 15 3 22 8 20 20 6 11 12 30 11 4 4 8 8 6 13 3 11 10 11 29 11 11 14 26 19 7 4
"681" 10 20 9 25 17 16 11 26 24 12 7 19 29 47 36 10 23 11 19 43 13 5 5 15 15 16 0 5 16 50 53 25 17 31 29 28 9 2
"682" 12 15 16 21 24 15 19 28 31 18 3 25 27 32 52 23 29 23 51 30 8 11 4 13 11 24 4 9 24 53 56 28 20 32 38 36 6 8
"683" 6 11 14 8 10 8 6 32 26 11 3 15 23 33 30 15 33 7 20 25 15 4 3 12 20 12 8 4 19 35 18 16 11 8 24 16 3 5
"684" 11 10 10 0 0 13 16 23 33 18 3 27 21 45 32 18 28 19 19 41 10 2 4 11 6 23 3 4 18 28 35 23 12 30 18 26 5 6
"685" 8 13 13 12 15 13 18 30 35 23 1 18 19 36 39 14 17 11 35 30 11 2 0 16 12 21 2 5 14 26 48 17 11 24 34 21 10 0
